Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
CIM04 - Customer Infor Management - Delete Customer Infor,N3NJS1809-84,10244,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,21/Jun/24 4:34 PM,21/Jun/24 4:36 PM,18/Jul/24 3:19 PM,,,0,CustomerInformationManagement,"T04 Delete Customers

Steps we’ll take… 

# Click (icon three dots) on the row that display customer 
# Click “Delete”
#  Click “Delete” button in confirm modal 

Success is…. 

A toast  “Delete successful” must be shown and customer in row  must be deleted",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-50,,,,,,,,,,,,,,,,,,N3NJS1809-83,,,,,,,,,{},,,,,,A toast  “Delete successful” must be shown and customer in row  must be deleted,,,,,0|i001cn:,,,,,,,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"Click (icon three dots) on the row that display customer 

Click “Delete”

 Click “Delete” button in confirm modal",Skip,,,,,,,To Do,21/Jun/24 4:34 PM
CIM03 - Customer Infor Management - Update Customer Infor,N3NJS1809-83,10243,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,21/Jun/24 4:27 PM,21/Jun/24 4:34 PM,18/Jul/24 3:19 PM,,,0,,"T03 Update Customer

Steps we’ll take…

# Click (icon three dots) on the row that display customer
# Click “Edit”
# Fill all field in update modal
# Click“ Update” button in confirm modal to confirm

Success is….

A toast “Update successful” must be shown and customer info in row must be changed",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-49,,,,,,,,,N3NJS1809-84,,,,,,,,,N3NJS1809-74,,,,,,,,,{},,,,,,A toast “Update successful” must be shown and customer info in row must be changed,,,,,0|i001cf:,,,,,,,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"Click (icon three dots) on the row that display customer

Click “Edit”

Fill all field in update modal

Click“ Update” button in confirm modal to confirm",Skip,,,,,,,To Do,21/Jun/24 4:27 PM
PM05 - Promotion Management - Apply Promotion,N3NJS1809-82,10242,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 4:22 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,PromotionManagement,"T05 Apply Promotion

Steps we’ll take… 

# Go to Bill page 
# Click “New Bill” 
#  Select Promotion to current bill

Success is…. 

The promotion field displayed description, discount percentage and total had been subtracted",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,"The promotion field displayed description, discount percentage and total had been subtracted",,,,,0|i001c7:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Go to Bill page 

Click “New Bill” 

 Select Promotion to current bill",Skip,,,,,,,To Do,21/Jun/24 4:22 PM
PM04 - Promotion Management - Delete Promotion,N3NJS1809-81,10241,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 4:21 PM,18/Jul/24 1:15 PM,18/Jul/24 3:19 PM,,,0,PromotionManagement,"T05 Delete Promotion

Steps we’ll take… 

# Click (icon three dots) on the row that display product 
# Click “Delete”
#  Click “Delete” button in confirm modal 

Success is…. 

A toast  “Delete successful” must be shown and product in row  must be deleted",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,A toast  “Delete successful” must be shown and product in row  must be deleted,,,,,0|i001bz:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Click (icon three dots) on the row that display product 

Click “Delete”

 Click “Delete” button in confirm modal",Skip,,,,,,,To Do,21/Jun/24 4:21 PM
PM04 - ,N3NJS1809-80,10240,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 4:20 PM,21/Jun/24 4:21 PM,18/Jul/24 3:19 PM,,,0,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i001br:,,,,,,,,,,,,,,,,,,,,,,,,To Do,21/Jun/24 4:20 PM
PM03 - Promotion Management - Update,N3NJS1809-79,10239,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 4:20 PM,18/Jul/24 1:28 PM,18/Jul/24 3:19 PM,,,0,PromotionManagement,"T01 Update Promotion Infomation

Steps we’ll take…

Click icon three dots  and click “Edit” 

Enter all field required in displayed modal

Click “Update” button in modal

Success is…. 

A toast  “Update successful” must be shown and product info in row  must be changed",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,A toast  “Update successful” must be shown and product info in row  must be changed,,,,,0|i001bj:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Click icon three dots  and click “Edit” 

Enter all field required in displayed modal

Click “Update” button in modal",Skip,,,,,,,To Do,21/Jun/24 4:20 PM
PM02 - Promotion Management - Read,N3NJS1809-78,10238,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 4:19 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,PromotionManagement,"T01 Read  Promotion Infomation

Steps we’ll take…

Click “More Info” on table row of promotion

Success is…. 

A modal must be displayed and promotion info must be displayed in modal",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,A modal must be displayed and promotion info must be displayed in modal,,,,,0|i001bb:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,1.Click “More Info” on table row of promotion,Skip,,,,,,,To Do,21/Jun/24 4:19 PM
CIM02 -  Customer Infor Management - Read Customer Infor,N3NJS1809-77,10237,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,21/Jun/24 4:17 PM,21/Jun/24 4:25 PM,18/Jul/24 3:19 PM,,,0,CustomerInformationManagement,"Read Customer Information

Steps we’ll take…

# Press “More Info” button on the row of a customer

Success is….
A modal must be shown and customer info must be displayed in modal.",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-48,,,,,,,,,,,,,,,,,,N3NJS1809-74,,,,,,,,,{},,,,,,A modal must be shown and customer info must be displayed in modal.,,,,,0|i001b3:,,,,,,,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"Press “New Customer” button

Fill Name, Address, Phone Number, Point, Gender

Press “Submit” button",Skip,,,,,,,To Do,21/Jun/24 4:17 PM
CIM01 - Customer Infor Management - Create New Customer,N3NJS1809-74,10234,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,21/Jun/24 4:09 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,,"Create Customer Information

Steps we’ll take…

# Press “New Customer” button
# Fill Name, Address, Phone Number, Point, Gender
# Press “Submit” button

Success is….
A toast “New Customer added successfully” must be shown and customer must be displayed in table row.",,,,,,,,,,,,,,,,,,,,,N3NJS1809-47,,,,,,,,,N3NJS1809-77,N3NJS1809-83,,,,,,,,,,,,,,,,,{},,,,,,A toast “New Customer added successfully” must be shown and customer must be displayed in table row.,,,,,0|i001af:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"Press “New Customer” button

Fill Name, Address, Phone Number, Point, Gender

Press “Submit” button",Pass,,,,,,,To Do,21/Jun/24 4:09 PM
PM01 - Promotion Management - Create new,N3NJS1809-71,10231,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 3:54 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,PromotionManagement,"T01 Create new promotion

Steps we’ll take…

Click “New Promotion” to create new

Enter all field required

Click “Submit” button 

Success is…. 

A toast “Add successfully” must be displayed and the created promotion show up on the table ",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,A toast “Add successfully” must be displayed and the created promotion show up on the table,,,,,0|i0019z:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Click “New Promotion” to create new

Enter all field required

Click “Submit” button",Skip,,,,,,,To Do,21/Jun/24 3:54 PM
PM01 - View available products,N3NJS1809-70,10230,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,21/Jun/24 2:03 AM,18/Jul/24 12:35 PM,17/Jul/24 9:54 PM,,,0,,"Steps we’ll take…

# Choose “Jewellry” option

Success is….
All the products successfully displayed on screen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,All the products successfully displayed on screen,,,,,0|i0019r:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,Choose “Jewellry” option,Pass,,,,,,,To Do,21/Jun/24 2:03 AM
"T04 Barcode - Barcode is required
",N3NJS1809-68,10228,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,21/Jun/24 1:47 AM,18/Jul/24 1:00 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T04 Barcode is required  

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Barcode field
# Press tab move to the next field 

Success is….

 An toast “Barcode is required ” must be shown",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-113,N3NJS1809-114,N3NJS1809-128,,,,,,,,18/Jul/24 12:25 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644746689029_2af5fdea447baa96263000dc7a3b31a8.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10160,,,,,,,,{},,,,,,An toast “Barcode is required ” must be shown,,,,,0|i0019f:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Barcode field

Press tab move to the next field",Skip,,,,,,,To Do,21/Jun/24 1:47 AM
PM04 - Product Management - Update Products,N3NJS1809-67,10227,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,21/Jun/24 1:47 AM,18/Jul/24 1:02 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T06 Update Products

Steps we’ll take… 

# Click (icon three dots) on the row that display product 
# Click “Edit”
#  Fill all field in update modal with correct validation 
#  Click“ Edit” button in confirm modal to confirm

Success is…. 

A toast  “Update successful” must be shown and product info in row  must be changed",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-66,,,,,,,,,{},,,,,,A toast  “Update successful” must be shown and product info in row  must be updated,,,,,0|i0019j:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,"1. Click (icon three dots) on the row that display product 
2. Click “Edit”
3.  Fill all field in update modal with correct validation 
4. Click“ Edit” button in confirm modal ",,,,,,,,To Do,21/Jun/24 1:47 AM
"T12 Delete Jewellry - Deleted Successfully
",N3NJS1809-66,10226,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,21/Jun/24 1:30 AM,18/Jul/24 12:54 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T12 Delete Jewellry - Deleted Successfully

Steps we’ll take… 

# Tick the jewllery box you want 
# Click Trash can icon 

Success is…. 

A toast  “Delete successful” must be shown ",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-23,,,,,,,,,N3NJS1809-67,,,,,,,,,,,,,,,,,,{},,,,,,A toast  “Delete successful” must be shown,,,,,0|i0019b:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,"Tick the jewllery box you want 

Click Trash can icon",Skip,,,,,,,To Do,21/Jun/24 1:30 AM
TC02 - User Authentication - Logout,N3NJS1809-65,10225,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 1:29 AM,18/Jul/24 12:35 PM,10/Jul/24 1:43 PM,,,0,UserAuthentication,"T02 Logout  



Steps we’ll take…

 
Click the Logout button

Success is…. 



Get sent to the Login page",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,Get sent to the Login page,,,,,0|i00193:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,1. Click the Logout button,Skip,,,,,,,To Do,21/Jun/24 1:29 AM
SM01- Assign staff to counter,N3NJS1809-64,10224,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,21/Jun/24 1:27 AM,21/Jun/24 1:27 AM,18/Jul/24 3:19 PM,,,0,StaffManagement,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i0018v:,,,,,,,,,,,,,,,,,,,,,,,,To Do,21/Jun/24 1:27 AM
T1 Email Verifcation - Email is required,N3NJS1809-63,10223,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,21/Jun/24 1:27 AM,18/Jul/24 12:45 AM,18/Jul/24 2:00 PM,18/Jul/24 12:40 AM,,0,UserAuthentication,"T01 Password field must be inputed  


Steps we’ll take…

 
1. Enter any character in password field

# Click on Login button 


Success is 

Display a notification “Email is required“",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,,,,,,,,,,N3NJS1809-17,,,,,,,,,N3NJS1809-87,N3NJS1809-88,,,,,,,,,18/Jul/24 12:40 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_004022173.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10132,,Display a notification “Email is required“,,,,,,{},,,,,,Display a notification “Email is required“,,,,,0|i0018n:,,,,,N3NJS180 Sprint 1,,,,,,,,,,Unit,"1.Enter any character in password field

2.Click on Login button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2329986352,,,Done,18/Jul/24 12:40 AM
UC 08 - Counter Management - Edit Counter,N3NJS1809-62,10222,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,21/Jun/24 1:23 AM,18/Jul/24 2:59 PM,18/Jul/24 3:19 PM,,,0,CounterManagement,"h1. *Counter Management - Edit Counter*

*Steps we’ll take…*

# Click Counter button
# Click on 3 dot toggle , choose edit
# Clear Counter field
# Click on Submit button

*Success is….*✨

An error message “Counter Name is required” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-26,,,,,,,,,,,,,,,,,,,,,An error message “Counter Name is required” must be shown,,,,,,{},,,,,,An error message “Counter Name is required” must be shown,,,,,0|i0018f:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,"Click Counter button

Click on 3 dot toggle , choose edit

Clear Counter field

Click on Submit button",,,,,,,,To Do,21/Jun/24 1:23 AM
"T21 Code Verification - Code is required
",N3NJS1809-59,10219,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,21/Jun/24 1:14 AM,18/Jul/24 1:01 PM,18/Jul/24 1:01 PM,18/Jul/24 1:19 AM,,0,StaffManagement,"T21 Code Verification - Code is required


Steps we’ll take…

1.Do not input any value code field 
 2.Input the rest field : 

   Full name : Trương Minh Phước

  Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 


*Success is….*✨ 

An error message “Code is required” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,N3NJS1809-91,N3NJS1809-92,,,,,,,,,18/Jul/24 1:19 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_011954273.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10137,,An error message “Code is required” must be shown,,,,,,{},,,,,,An error message “Code is required” must be shown,,,,,0|i00117:,,,,,N3NJS180 Sprint 1,,,,,,,,,,Unit,"1.Do not input any value code field 
 2.Input the rest field : 

   Full name : Trương Minh Phước

  Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

3.click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2333100658,,,Done,18/Jul/24 1:19 AM
UC38 - Payment Processing - Choose Payment Method,N3NJS1809-57,10217,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:54 PM,21/Jun/24 3:57 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0017z:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:54 PM
UC37 - Account Management - Delete Account,N3NJS1809-55,10215,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:47 PM,21/Jun/24 3:57 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0017j:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:47 PM
UC36 - Account Management - Update Account,N3NJS1809-54,10214,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:46 PM,21/Jun/24 3:57 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0017b:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:46 PM
UC35 - Account Management - Read Account,N3NJS1809-53,10213,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:46 PM,21/Jun/24 3:56 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i00173:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:46 PM
